//故障等级@日期@任务编号@故障代码@分系统名@处理状态@故障信息@内部故障@备注
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
二级@2021-10-12 00:13:14@xxx@NRSS15621@成像仪图像定位与配准@暂未处理@XXXXX@NRST100001@XXX
