任务编号：1     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：1MB     
任务编号：2     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：2MB     
任务编号：3     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：3MB     
任务编号：4     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：4MB     
任务编号：5     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：5MB     
任务编号：6     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：6MB     
任务编号：7     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：7MB     
任务编号：8     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：8MB     
任务编号：9     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：9MB     
任务编号：10     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：10MB     
任务编号：11     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：11MB     
任务编号：12     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：12MB     
任务编号：13     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：13MB     
任务编号：14     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：14MB     
任务编号：15     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：15MB     
任务编号：16     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：16MB     
任务编号：17     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：17MB     
任务编号：18     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：18MB     
任务编号：19     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：19MB     
任务编号：20     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：20MB     
任务编号：21     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：21MB     
任务编号：22     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：22MB     
任务编号：23     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：23MB     
任务编号：24     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：24MB     
任务编号：25     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：25MB     
任务编号：26     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：26MB     
任务编号：27     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：27MB     
任务编号：28     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：28MB     
任务编号：29     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：29MB     
任务编号：30     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：30MB     
任务编号：31     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：31MB     
任务编号：32     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：32MB     
任务编号：33     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：33MB     
任务编号：34     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：34MB     
任务编号：35     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：35MB     
任务编号：36     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：36MB     
任务编号：37     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：37MB     
任务编号：38     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：38MB     
任务编号：39     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：39MB     
任务编号：40     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：40MB     
任务编号：41     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：41MB     
任务编号：42     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：42MB     
任务编号：43     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：43MB     
任务编号：44     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：44MB     
任务编号：45     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：45MB     
任务编号：46     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：46MB     
任务编号：47     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：47MB     
任务编号：48     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：48MB     
任务编号：49     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：49MB     
任务编号：50     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：50MB     
任务编号：51     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：51MB     
任务编号：52     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：52MB     
任务编号：53     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：53MB     
任务编号：54     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：54MB     
任务编号：55     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：55MB     
任务编号：56     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：56MB     
任务编号：57     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：57MB     
任务编号：58     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：58MB     
任务编号：59     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：59MB     
任务编号：60     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：60MB     
任务编号：61     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：61MB     
任务编号：62     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：62MB     
任务编号：63     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：63MB     
任务编号：64     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：64MB     
任务编号：65     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：65MB     
任务编号：66     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：66MB     
任务编号：67     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：67MB     
任务编号：68     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：68MB     
任务编号：69     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：69MB     
任务编号：70     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：70MB     
任务编号：71     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：71MB     
任务编号：72     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：72MB     
任务编号：73     输出时间：00:13:14     文件名称：css     本地文件路径：c:xiaoxiao     输出文件路径c:xiaoxiao     传输方向：NRS->CVS     传输方式：FTP     精度：XXXXX     输出类型：NRST100001     文件大小：73MB     
