故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
故障等级:二级     日期:2021-10-12 00:13:14     任务编号:xxx     故障代码:NRSS15621     分系统名称:成像仪图像定位与配准     处理状态:暂未处理     故障信息:XXXXX     内部故障:NRST100001     备注:XXX     
